House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,ExcaliburBellsby Drive,Phillip,Smith,2,Son,NA,Male,Child,None,NA
11,ExcaliburBellsby Drive,Georgia,Watson,40,Head,Married,Female,Professor Emeritus,None,Catholic
11,ExcaliburBellsby Drive,Scott,Watson,45,Husband,Married,Male,Historic buildings inspector/conservation officer,None,Catholic
11,ExcaliburBellsby Drive,Diana,Watson,5,Daughter,NA,Female,Student,None,NA
11,ExcaliburBellsby Drive,Victoria,Watson,2,Daughter,NA,Female,Child,None,NA
12,ExcaliburBellsby Drive,Lynn,Bradshaw,59,Head,Married,Female,"Engineer, maintenance (IT)",None,Methodist
12,ExcaliburBellsby Drive,Gareth,Bradshaw,61,Husband,Married,Male,"Nurse, mental health",Disabled,Methodist
12,ExcaliburBellsby Drive,Lewis,Bradshaw,32,Son,Single,Male,"Designer, television/film set",None,Methodist
13,ExcaliburBellsby Drive,Darren,Cook,39,Head,Married,Male,Heritage manager,None,None
13,ExcaliburBellsby Drive,Sally,Cook,35,Wife,Married,Female,Health promotion specialist,None,None
14,ExcaliburBellsby Drive,Cheryl,Hamilton,36,Head,Single,Female,Editorial assistant,None,None
14,ExcaliburBellsby Drive,Francesca,Hamilton,3,Daughter,NA,Female,Child,None,NA
14,ExcaliburBellsby Drive,Mohammad,Hamilton,2,Son,NA,Male,Child,None,NA
14,ExcaliburBellsby Drive,Bethany,Hamilton,2,Daughter,NA,Female,Child,None,NA
14,ExcaliburBellsby Drive,Dale,Foster,25,Sibling,Single,Male,"Programme researcher, broadcasting/film/video",None,Christian
15,ExcaliburBellsby Drive,Hayley,Daly,34,Head,Married,Female,Aeronautical engineer,None,None
15,ExcaliburBellsby Drive,Karl,Daly,35,Husband,Married,Male,"Surveyor, building control",None,None
15,ExcaliburBellsby Drive,Alan,Lyons,5,Son,NA,Male,Student,None,NA
16,ExcaliburBellsby Drive,Tracy,Blake,48,Head,Single,Female,"Accountant, chartered certified",None,Christian
16,ExcaliburBellsby Drive,Cameron,Wright,55,Partner,Single,Male,Unemployed,None,Christian
16,ExcaliburBellsby Drive,Chelsea,Blake,15,Daughter,NA,Female,Student,None,NA
17,ExcaliburBellsby Drive,Suzanne,Brooks,32,Head,Single,Female,Proofreader,None,None
17,ExcaliburBellsby Drive,Fiona,Stone,41,None,Single,Female,Unemployed,None,None
18,ExcaliburBellsby Drive,Cheryl,Bell,42,Head,Married,Female,"Production designer, theatre/television/film",None,None
18,ExcaliburBellsby Drive,Darren,Bell,47,Husband,Married,Male,Tourist information centre manager,None,None
18,ExcaliburBellsby Drive,Ryan,Wilson,21,Lodger,Divorced,Male,Video editor,None,Muslim
18,ExcaliburBellsby Drive,Melissa,Taylor,57,Lodger,Single,Female,Furniture designer,None,None
19,ExcaliburBellsby Drive,Ryan,Austin,55,Head,Married,Male,Soil scientist,None,Catholic
19,ExcaliburBellsby Drive,Tracy,Austin,53,Wife,Married,Female,Marketing executive,None,Catholic
19,ExcaliburBellsby Drive,Lucy,Austin,18,Daughter,Divorced,Female,Student,None,None
19,ExcaliburBellsby Drive,Alison,Austin,15,Daughter,NA,Female,Student,None,NA
20,ExcaliburBellsby Drive,Lynne,Lamb,46,Head,Single,Female,"Psychologist, sport and exercise",None,Christian
20,ExcaliburBellsby Drive,Gerard,Lamb,11,Son,NA,Male,Student,None,NA
20,ExcaliburBellsby Drive,Howard,Lamb,9,Son,NA,Male,Student,None,NA
20,ExcaliburBellsby Drive,Ricky,Simpson-Lamb,9,Son,NA,Male,Student,None,NA
20,ExcaliburBellsby Drive,Robert,Simpson-Lamb,6,Son,NA,Male,Student,None,NA
21,ExcaliburBellsby Drive,Ashleigh,Lowe,42,Head,Single,Female,Adult guidance worker,None,None
21,ExcaliburBellsby Drive,Amelia,Cunningham,48,None,Single,Female,Press photographer,None,Christian
21,ExcaliburBellsby Drive,Lewis,Miller,54,None,Single,Male,Hydrologist,None,Catholic
21,ExcaliburBellsby Drive,Guy,Robinson,35,None,Single,Male,Advice worker,None,Christian
22,ExcaliburBellsby Drive,Sarah,Yates,64,Head,Single,Female,"Education officer, community",None,None
22,ExcaliburBellsby Drive,Carolyn,Davies,34,None,Single,Female,"Designer, fashion/clothing",None,Muslim
22,ExcaliburBellsby Drive,Keith,Goddard,53,None,Single,Male,Radio producer,None,None
23,ExcaliburBellsby Drive,Nicola,Frost,69,Head,Widowed,Female,Unemployed,None,Methodist
23,ExcaliburBellsby Drive,Dean,Frost,43,Son,Single,Male,Manufacturing engineer,None,Methodist
23,ExcaliburBellsby Drive,Alexandra,Frost,40,Daughter,Divorced,Female,Museum/gallery exhibitions officer,None,Methodist
23,ExcaliburBellsby Drive,Christine,Frost,37,Daughter,Divorced,Female,Artist,None,Methodist
23,ExcaliburBellsby Drive,Deborah,Frost,36,Daughter,Divorced,Female,Contracting civil engineer,None,Methodist
24,ExcaliburBellsby Drive,Christine,Kirby,60,Head,Single,Female,"Administrator, arts",None,Christian
24,ExcaliburBellsby Drive,Sally,Kirby,32,Daughter,Divorced,Female,Insurance broker,None,Christian
24,ExcaliburBellsby Drive,Olivia,Kirby,31,Daughter,Widowed,Female,"Scientist, marine",None,Christian
25,ExcaliburBellsby Drive,Nicole,Bruce,39,Head,Married,Female,Midwife,None,Christian
25,ExcaliburBellsby Drive,Lawrence,Bruce,38,Husband,Married,Male,Naval architect,None,Christian
25,ExcaliburBellsby Drive,Stanley,Bruce,12,Son,NA,Male,Student,None,NA
26,ExcaliburBellsby Drive,Sylvia,Martin,51,Head,Married,Female,Oncologist,None,None
26,ExcaliburBellsby Drive,Wayne,Martin,53,Husband,Married,Male,Petroleum engineer,None,None
26,ExcaliburBellsby Drive,June,Martin,17,Daughter,NA,Female,Student,None,NA
27,ExcaliburBellsby Drive,Aimee,Khan,37,Head,Married,Female,"Surveyor, quantity",None,None
27,ExcaliburBellsby Drive,Glen,Khan,38,Husband,Married,Male,Records manager,None,None
27,ExcaliburBellsby Drive,Clive,Khan,13,Son,NA,Male,Student,None,NA
28,ExcaliburBellsby Drive,Charlene,Bennett,47,Head,Divorced,Female,"Scientist, audiological",None,None
28,ExcaliburBellsby Drive,Michelle,Bennett,17,Daughter,NA,Female,Student,None,NA
29,ExcaliburBellsby Drive,Katie,Moss,37,Head,Married,Female,"Designer, interior/spatial",None,None
29,ExcaliburBellsby Drive,Keith,Moss,40,Husband,Married,Male,Art therapist,None,None
29,ExcaliburBellsby Drive,Allan,Moss,14,Son,NA,Male,Student,None,NA
29,ExcaliburBellsby Drive,Leah,Moss,13,Daughter,NA,Female,Student,None,NA
30,ExcaliburBellsby Drive,Kirsty,Skinner,30,Head,Married,Female,Water engineer,None,None
30,ExcaliburBellsby Drive,Timothy,Skinner,34,Husband,Married,Male,Air cabin crew,None,None
30,ExcaliburBellsby Drive,Alexandra,Skinner,2,Daughter,NA,Female,Child,None,NA
31,ExcaliburBellsby Drive,Nicole,Stevenson,60,Head,Married,Female,Dietitian,None,Christian
31,ExcaliburBellsby Drive,Shaun,Stevenson,62,Husband,Married,Male,Special effects artist,None,None
31,ExcaliburBellsby Drive,Heather,Stevenson,23,Daughter,Single,Female,Recycling officer,None,Christian
32,ExcaliburBellsby Drive,Clifford,Smith,66,Head,Married,Male,"Restaurant manager, fast food",None,None
32,ExcaliburBellsby Drive,Jodie,Smith,63,Wife,Married,Female,Financial adviser,None,None
32,ExcaliburBellsby Drive,Gareth,Smith,22,Son,Divorced,Male,University Student,None,None
32,ExcaliburBellsby Drive,Geraldine,Smith,8,Daughter,NA,Female,Student,None,NA
33,ExcaliburBellsby Drive,Joseph,Watson,26,Head,Single,Male,Unemployed,None,None
33,ExcaliburBellsby Drive,Christian,Bishop,41,Sibling,Widowed,Male,Exhibition designer,None,None
33,ExcaliburBellsby Drive,Kevin,Gill,27,Lodger,Single,Male,TEFL teacher,None,Catholic
33,ExcaliburBellsby Drive,Margaret,Evans,37,Lodger,Single,Female,Unemployed,None,Catholic
34,ExcaliburBellsby Drive,Bernard,Price,67,Head,Widowed,Male,Clinical research associate,None,None
35,ExcaliburBellsby Drive,Guy,Cook,45,Head,Divorced,Male,Unemployed,None,None
35,ExcaliburBellsby Drive,Marcus,Cook,20,Son,Divorced,Male,University Student,None,None
35,ExcaliburBellsby Drive,Carl,Cook,16,Son,NA,Male,Student,None,NA
36,ExcaliburBellsby Drive,Howard,Jackson,41,Head,Divorced,Male,Unemployed,None,Catholic
36,ExcaliburBellsby Drive,Barbara,Jackson,11,Daughter,NA,Female,Student,None,NA
36,ExcaliburBellsby Drive,Roy,Jackson,9,Son,NA,Male,Student,None,NA
36,ExcaliburBellsby Drive,Patricia,Jackson,4,Daughter,NA,Female,Child,None,NA
37,ExcaliburBellsby Drive,Martyn,Morris,43,Head,Single,Male,"Engineer, materials",None,Christian
38,ExcaliburBellsby Drive,Bethan,Duncan,36,Head,Divorced,Female,Unemployed,None,Christian
38,ExcaliburBellsby Drive,Craig,Duncan,11,Son,NA,Male,Student,None,NA
38,ExcaliburBellsby Drive,Kim,Duncan,10,Daughter,NA,Female,Student,None,NA
38,ExcaliburBellsby Drive,Connor,Duncan,6,Son,NA,Male,Student,None,NA
38,ExcaliburBellsby Drive,Mathew,Duncan,3,Son,NA,Male,Child,None,NA
38,ExcaliburBellsby Drive,Ashleigh,Evans,40,Lodger,Single,Female,Clinical biochemist,None,None
39,ExcaliburBellsby Drive,Kate,Wilson,62,Head,Married,Female,"Loss adjuster, chartered",None,None
39,ExcaliburBellsby Drive,George,Wilson,65,Husband,Married,Male,Chartered management accountant,None,None
39,ExcaliburBellsby Drive,Thomas,Wilson,29,Son,Single,Male,Administrator,None,None
40,ExcaliburBellsby Drive,Lynda,Middleton,60,Head,Married,Female,"Engineer, technical sales",None,None
40,ExcaliburBellsby Drive,Howard,Middleton,64,Husband,Married,Male,Youth worker,None,None
41,ExcaliburBellsby Drive,Rachael,Thomson,42,Head,Single,Female,Dispensing optician,None,Christian
41,ExcaliburBellsby Drive,Susan,Thomson,15,Daughter,NA,Female,Student,None,NA
41,ExcaliburBellsby Drive,Shaun,Thomson,11,Son,NA,Male,Student,None,NA
42,ExcaliburBellsby Drive,Chelsea,Gregory,49,Head,Single,Female,"Therapist, speech and language",None,Christian
42,ExcaliburBellsby Drive,Samantha,Gregory,13,Daughter,NA,Female,Student,None,NA
42,ExcaliburBellsby Drive,Mark,Gregory,9,Son,NA,Male,Student,None,NA
43,ExcaliburBellsby Drive,Rosie,Jennings,35,Head,Single,Female,Database administrator,None,Christian
43,ExcaliburBellsby Drive,Roy,Gibbons,37,Partner,Single,Male,"Conservation officer, nature",None,Christian
43,ExcaliburBellsby Drive,Anthony,Jennings,4,Son,NA,Male,Child,None,NA
43,ExcaliburBellsby Drive,Carolyn,Jennings,1,Daughter,NA,Female,Child,None,NA
44,ExcaliburBellsby Drive,Melissa,Saunders,31,Head,Married,Female,"Nurse, learning disability",None,None
44,ExcaliburBellsby Drive,Russell,Saunders,29,Husband,Married,Male,"Engineer, civil (consulting)",None,None
44,ExcaliburBellsby Drive,Shannon,Saunders,11,Daughter,NA,Female,Student,None,NA
44,ExcaliburBellsby Drive,Lewis,Saunders,7,Son,NA,Male,Student,None,NA
44,ExcaliburBellsby Drive,Tom,Saunders,5,Son,NA,Male,Student,None,NA
45,ExcaliburBellsby Drive,Guy,Johnson,37,Head,Married,Male,Mudlogger,None,None
45,ExcaliburBellsby Drive,Cheryl,Johnson,39,Wife,Married,Female,Occupational psychologist,None,None
45,ExcaliburBellsby Drive,Graeme,Johnson,18,Son,Divorced,Male,Student,None,None
45,ExcaliburBellsby Drive,Emily,Johnson,17,Daughter,NA,Female,Student,None,NA
45,ExcaliburBellsby Drive,Stewart,Johnson,13,Son,NA,Male,Student,None,NA
45,ExcaliburBellsby Drive,Amber,Johnson,11,Daughter,NA,Female,Student,None,NA
45,ExcaliburBellsby Drive,Harriet,Johnson,8,Daughter,NA,Female,Student,None,NA
46,ExcaliburBellsby Drive,Kerry,Kay,55,Head,Single,Female,Unemployed,None,None
46,ExcaliburBellsby Drive,Daniel,Savage,52,Partner,Single,Male,Web designer,None,None
46,ExcaliburBellsby Drive,Sylvia,Kay,16,Daughter,NA,Female,Student,None,NA
47,ExcaliburBellsby Drive,Natalie,Murray,51,Head,Married,Female,Insurance account manager,None,Christian
47,ExcaliburBellsby Drive,Clive,Murray,56,Husband,Married,Male,Multimedia specialist,None,None
47,ExcaliburBellsby Drive,Kenneth,Murray,19,Son,Single,Male,University Student,None,Christian
48,ExcaliburBellsby Drive,Wayne,Dean,30,Head,Divorced,Male,"Psychologist, sport and exercise",None,Catholic
48,ExcaliburBellsby Drive,Marcus,Andrews,48,None,Single,Male,Customer service manager,None,Catholic
48,ExcaliburBellsby Drive,Robert,Pearson,56,None,Single,Male,Operational investment banker,None,Methodist
49,ExcaliburBellsby Drive,Jade,White,36,Head,Married,Female,"Engineer, chemical",None,None
49,ExcaliburBellsby Drive,Steven,White,38,Husband,Married,Male,Estate manager/land agent,None,None
49,ExcaliburBellsby Drive,Martin,White,4,Son,NA,Male,Child,None,NA
50,ExcaliburBellsby Drive,Thomas,Porter,47,Head,Single,Male,Water quality scientist,None,None
50,ExcaliburBellsby Drive,Kieran,Thorpe,54,None,Single,Male,Unemployed,None,Catholic
51,ExcaliburBellsby Drive,Eleanor,Ward,59,Head,Married,Female,Emergency planning/management officer,None,Jewish
51,ExcaliburBellsby Drive,Shane,Ward,63,Husband,Married,Male,Radio producer,None,Jewish
51,ExcaliburBellsby Drive,Teresa,Ward,19,Daughter,Divorced,Female,University Student,None,Jewish
51,ExcaliburBellsby Drive,Brett,Ward,12,Son,NA,Male,Student,None,NA
52,ExcaliburBellsby Drive,Stanley,Woods,52,Head,Single,Male,Futures trader,None,None
52,ExcaliburBellsby Drive,Charles,Grant,25,None,Single,Male,"Accountant, chartered certified",Disabled,Christian
53,ExcaliburBellsby Drive,Julie,Scott,28,Head,Divorced,Female,Unemployed,None,None
53,ExcaliburBellsby Drive,Henry,Scott,5,Son,NA,Male,Student,None,NA
54,ExcaliburBellsby Drive,John,Summers,60,Head,Married,Male,"Administrator, sports",None,Christian
54,ExcaliburBellsby Drive,Alexandra,Summers,63,Wife,Married,Female,Health promotion specialist,None,Christian
54,ExcaliburBellsby Drive,Leslie,Summers,28,Son,Single,Male,Hydrographic surveyor,None,Christian
55,ExcaliburBellsby Drive,Chelsea,Davis,37,Head,Married,Female,Theatre manager,None,Catholic
55,ExcaliburBellsby Drive,Graham,Davis,41,Husband,Married,Male,Cabin crew,None,Catholic
55,ExcaliburBellsby Drive,Debra,Davis,0,Daughter,NA,Female,Child,None,NA
55,ExcaliburBellsby Drive,Kyle,Newman,54,Lodger,Single,Male,Soil scientist,None,Christian
56,ExcaliburBellsby Drive,Gail,May,36,Head,Married,Female,Education administrator,None,Christian
56,ExcaliburBellsby Drive,George,May,43,Husband,Married,Male,IT consultant,None,Christian
56,ExcaliburBellsby Drive,Adrian,May,12,Son,NA,Male,Student,None,NA
57,ExcaliburBellsby Drive,Eileen,Scott,52,Head,Married,Female,Metallurgist,None,Christian
57,ExcaliburBellsby Drive,Sean,Scott,57,Husband,Married,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
57,ExcaliburBellsby Drive,Adrian,Scott,33,Son,Single,Male,"Engineer, civil (contracting)",None,Christian
58,ExcaliburBellsby Drive,Karen,Burns,46,Head,Divorced,Female,Unemployed,None,Catholic
58,ExcaliburBellsby Drive,Chelsea,Burns,8,Daughter,NA,Female,Student,None,NA
58,ExcaliburBellsby Drive,Joanna,Scott-Burns,4,Daughter,NA,Female,Child,None,NA
58,ExcaliburBellsby Drive,Martin,Scott-Burns,1,Son,NA,Male,Child,None,NA
59,ExcaliburBellsby Drive,Gail,Shepherd,36,Head,Married,Female,Estate manager/land agent,None,Methodist
59,ExcaliburBellsby Drive,Albert,Shepherd,38,Husband,Married,Male,Computer games developer,None,Methodist
59,ExcaliburBellsby Drive,Lydia,Shepherd,12,Daughter,NA,Female,Student,None,NA
60,ExcaliburBellsby Drive,Rita,Harrison,65,Head,Divorced,Female,Production engineer,None,None
61,ExcaliburBellsby Drive,Alison,Johnson,46,Head,Single,Female,Unemployed,None,None
61,ExcaliburBellsby Drive,Jonathan,Johnson,24,Son,Divorced,Male,Passenger transport manager,None,None
61,ExcaliburBellsby Drive,Donald,Johnson,21,Son,Single,Male,University Student,None,None
62,ExcaliburBellsby Drive,Amber,Murray,27,Head,Married,Female,Audiological scientist,None,Catholic
62,ExcaliburBellsby Drive,Neil,Murray,27,Husband,Married,Male,"Merchandiser, retail",None,Catholic
63,ExcaliburBellsby Drive,Sara,Gibson,45,Head,Divorced,Female,Company secretary,None,Christian
63,ExcaliburBellsby Drive,Elaine,Gibson,14,Daughter,NA,Female,Student,None,NA
63,ExcaliburBellsby Drive,Robert,Gibson,12,Son,NA,Male,Student,None,NA
64,ExcaliburBellsby Drive,Dawn,Wilson,22,Head,Married,Female,University Student,None,None
64,ExcaliburBellsby Drive,Arthur,Wilson,24,Husband,Married,Male,"Engineer, land",None,None
64,ExcaliburBellsby Drive,Louise,Wilson,6,Daughter,NA,Female,Student,None,NA
65,ExcaliburBellsby Drive,Max,Power,47,Head,Divorced,Male,"Teacher, music",None,None
65,ExcaliburBellsby Drive,Hannah,Charlton,63,None,Single,Female,Tree surgeon, ,None
65,ExcaliburBellsby Drive,Patrick,Stewart,48,None,Single,Male,Media planner,None,Catholic
65,ExcaliburBellsby Drive,Louise,Chapman,49,None,Single,Female,Multimedia programmer,None,Catholic
65,ExcaliburBellsby Drive,Alexandra,Daly,30,None,Single,Female,Radiation protection practitioner,None,None
65,ExcaliburBellsby Drive,Eleanor,Holden,23,None,Single,Female,Applications developer,None,None
66,ExcaliburBellsby Drive,Rita,Marshall,36,Head,Married,Female,"Engineer, building services",None,Catholic
66,ExcaliburBellsby Drive,Joel,Marshall,38,Husband,Married,Male,Special effects artist,None,Catholic
66,ExcaliburBellsby Drive,Sally,Shaw,27,Lodger,Single,Female,Pharmacologist,None,None
67,ExcaliburBellsby Drive,Ashleigh,Wright,45,Head,Single,Female,Chief Strategy Officer,None,None
67,ExcaliburBellsby Drive,Justin,Hunter,47,Partner,Single,Male,"Accountant, chartered management",None,None
67,ExcaliburBellsby Drive,Charlene,King,55,Visitor,Single,Female,Exhibition designer,None,None
68,ExcaliburBellsby Drive,Melanie,Wright,31,Head,Single,Female,Radiation protection practitioner,None,Catholic
68,ExcaliburBellsby Drive,Bradley,Kelly,33,Partner,Single,Male,"Civil engineer, contracting",None,Catholic
68,ExcaliburBellsby Drive,Lawrence,Wright,10,Son,NA,Male,Student,None,NA
69,ExcaliburBellsby Drive,Dorothy,Woodward,52,Head,Single,Female,Consulting civil engineer,None,Christian
69,ExcaliburBellsby Drive,Guy,Burton,42,None,Single,Male,Audiological scientist,None,Catholic
69,ExcaliburBellsby Drive,Diane,Wilson,52,None,Single,Female,Writer,None,Methodist
70,ExcaliburBellsby Drive,Charlene,Shaw,30,Head,Single,Female,"Research officer, government",Disabled,None
71,ExcaliburBellsby Drive,Victor,Palmer,45,Head,Married,Male,Exhibition designer,Deaf,None
71,ExcaliburBellsby Drive,Kirsty,Palmer,47,Wife,Married,Female,Museum education officer,None,None
71,ExcaliburBellsby Drive,Ross,Palmer,8,Son,NA,Male,Student,None,NA
72,ExcaliburBellsby Drive,Rebecca,Parkinson,74,Head,Married,Female,Retired Health and safety adviser,None,Christian
72,ExcaliburBellsby Drive,George,Parkinson,76,Husband,Married,Male,Retired Aid worker,None,Christian
72,ExcaliburBellsby Drive,Jayne,Parkinson,39,Daughter,Divorced,Female,Unemployed,None,Christian
73,ExcaliburBellsby Drive,Yvonne,George,37,Head,Married,Female,Research scientist (maths),None,Catholic
73,ExcaliburBellsby Drive,Robin,George,44,Husband,Married,Male,Archivist,None,Catholic
